age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42,blue-collar,married,primary,718,no,no,cellular,2,feb,556,2,-1,0,unknown,no
31,technician,single,secondary,798,no,no,telephone,26,aug,66,10,-1,0,unknown,no
40,entrepreneur,married,tertiary,2644,yes,no,cellular,3,apr,235,1,133,3,failure,no
27,services,single,tertiary,9965,yes,no,cellular,22,jul,662,1,-1,0,unknown,no
34,management,single,tertiary,1336,no,no,cellular,22,aug,217,6,-1,0,unknown,no
29,technician,single,tertiary,2893,yes,no,unknown,3,jun,250,1,-1,0,unknown,no
35,admin.,married,secondary,11,yes,no,cellular,23,jul,103,4,-1,0,unknown,no
30,student,single,tertiary,699,no,no,cellular,28,jan,396,1,-1,0,unknown,no
32,management,single,secondary,0,yes,yes,unknown,16,may,385,7,-1,0,unknown,no
36,blue-collar,married,secondary,1969,yes,yes,cellular,13,may,87,1,-1,0,unknown,no
42,services,divorced,secondary,372,yes,yes,unknown,6,may,121,2,-1,0,unknown,no
61,admin.,married,secondary,1046,yes,no,cellular,21,aug,158,1,-1,0,unknown,yes
31,services,married,tertiary,37,yes,no,unknown,5,may,313,1,-1,0,unknown,no
40,technician,single,secondary,641,no,no,cellular,16,jul,156,6,-1,0,unknown,no
46,blue-collar,married,primary,1533,no,yes,cellular,14,aug,168,4,-1,0,unknown,no
37,management,married,tertiary,6771,no,no,cellular,7,sep,337,1,186,1,success,yes
34,management,divorced,tertiary,500,yes,no,unknown,29,may,399,1,-1,0,unknown,no
33,blue-collar,married,secondary,1233,yes,no,cellular,14,may,141,1,-1,0,unknown,no
51,retired,married,tertiary,746,no,no,cellular,25,aug,372,5,-1,0,unknown,yes
56,retired,married,secondary,296,yes,no,unknown,13,may,128,1,-1,0,unknown,no
32,technician,single,secondary,493,no,no,cellular,13,aug,289,2,-1,0,unknown,no
26,housemaid,single,secondary,229,yes,no,unknown,30,may,60,16,-1,0,unknown,no
29,unemployed,single,tertiary,0,yes,yes,unknown,16,may,703,4,-1,0,unknown,no
25,technician,single,secondary,1105,yes,no,cellular,17,apr,608,1,-1,0,unknown,no
44,services,married,secondary,808,yes,no,unknown,2,jun,67,2,-1,0,unknown,no
66,housemaid,married,primary,1230,no,no,cellular,16,jun,288,6,181,3,success,yes
35,technician,married,secondary,5553,yes,no,cellular,6,apr,371,3,136,7,failure,no
38,management,single,tertiary,3813,no,no,cellular,7,aug,117,2,-1,0,unknown,no
32,technician,single,tertiary,392,yes,no,cellular,1,apr,957,2,131,2,failure,no
48,management,married,tertiary,0,yes,no,cellular,6,sep,194,2,125,6,failure,yes
53,management,married,tertiary,3591,yes,no,cellular,5,aug,306,2,181,2,other,yes
34,admin.,married,secondary,124,yes,no,telephone,14,may,604,4,366,2,other,yes
57,technician,married,secondary,589,yes,no,cellular,28,jan,198,1,244,1,other,no
26,management,married,tertiary,243,no,no,cellular,26,may,482,1,-1,0,unknown,yes
30,technician,divorced,secondary,0,no,no,cellular,21,jul,101,1,-1,0,unknown,no
52,technician,married,secondary,117,no,no,cellular,26,feb,959,3,186,6,success,yes
42,blue-collar,divorced,secondary,1118,yes,no,cellular,17,apr,620,1,-1,0,unknown,no
29,technician,married,secondary,2326,no,no,cellular,6,mar,195,1,-1,0,unknown,yes
64,retired,married,tertiary,2059,no,yes,cellular,9,nov,326,1,95,1,other,no
31,management,single,tertiary,2384,yes,no,cellular,14,apr,608,2,-1,0,unknown,no
33,technician,single,tertiary,8047,yes,no,cellular,18,may,202,1,263,13,failure,no
46,management,married,tertiary,3,no,no,cellular,18,aug,92,4,-1,0,unknown,no
49,technician,married,secondary,3144,no,no,cellular,31,jul,349,2,-1,0,unknown,no
43,blue-collar,married,secondary,1149,no,no,telephone,29,jul,237,2,-1,0,unknown,no
43,admin.,single,secondary,426,yes,no,cellular,11,may,76,2,304,2,failure,no
40,management,married,tertiary,2014,no,no,cellular,20,aug,209,5,-1,0,unknown,no
46,technician,single,secondary,148,yes,no,unknown,13,may,210,1,-1,0,unknown,no
55,blue-collar,married,primary,1937,yes,no,telephone,21,nov,64,3,-1,0,unknown,no
54,blue-collar,married,secondary,3002,no,no,cellular,13,aug,110,4,-1,0,unknown,no
37,technician,single,unknown,334,no,yes,cellular,25,jul,442,12,-1,0,unknown,no
47,management,married,tertiary,4386,yes,no,telephone,23,jul,43,1,-1,0,unknown,no
43,management,married,secondary,16,no,no,cellular,2,feb,154,2,-1,0,unknown,no
59,technician,married,secondary,116,no,no,cellular,11,feb,268,1,183,7,success,yes
45,management,divorced,tertiary,839,yes,no,cellular,11,may,340,1,264,4,failure,no
30,student,single,tertiary,31,yes,no,cellular,14,may,23,1,-1,0,unknown,no
42,management,divorced,tertiary,624,no,no,cellular,18,aug,75,5,-1,0,unknown,no
31,technician,single,secondary,223,no,no,unknown,4,jul,49,1,-1,0,unknown,no
46,blue-collar,married,primary,67,no,no,unknown,24,jun,9,1,-1,0,unknown,no
58,blue-collar,divorced,secondary,-11,no,no,unknown,6,may,112,1,-1,0,unknown,no
34,admin.,married,tertiary,35,yes,no,cellular,15,oct,76,1,69,2,failure,no
32,technician,single,secondary,337,yes,no,cellular,29,jan,213,2,261,1,other,no
42,management,married,tertiary,27696,no,no,cellular,11,aug,370,1,91,7,success,yes
30,unemployed,single,secondary,2616,no,no,cellular,5,feb,301,1,-1,0,unknown,no
40,management,married,tertiary,324,no,no,cellular,20,aug,208,2,-1,0,unknown,no
30,entrepreneur,single,tertiary,216,yes,no,cellular,20,apr,182,3,-1,0,unknown,no
31,management,divorced,tertiary,883,yes,no,cellular,19,nov,168,1,-1,0,unknown,no
32,blue-collar,single,primary,5418,yes,no,unknown,6,jun,25,6,-1,0,unknown,no
36,self-employed,married,tertiary,19,no,no,unknown,5,may,189,2,-1,0,unknown,no
37,blue-collar,married,secondary,1147,yes,yes,unknown,26,may,114,2,-1,0,unknown,no
44,management,married,tertiary,38,yes,no,telephone,16,apr,201,2,330,8,other,no
43,admin.,single,secondary,309,yes,no,telephone,6,feb,24,5,276,1,other,no
44,blue-collar,single,secondary,-215,yes,no,unknown,27,may,163,2,-1,0,unknown,no
25,student,single,secondary,1790,no,no,cellular,17,apr,224,1,322,3,failure,no
53,unemployed,married,secondary,582,yes,no,unknown,8,may,96,2,-1,0,unknown,no
44,blue-collar,married,secondary,376,yes,no,cellular,21,nov,61,4,-1,0,unknown,no
46,management,single,tertiary,311,yes,yes,cellular,27,oct,96,1,158,1,failure,no
56,admin.,married,secondary,1504,yes,no,unknown,29,may,66,2,-1,0,unknown,no
35,unemployed,married,secondary,977,yes,no,cellular,4,may,52,4,91,1,other,no
59,management,married,primary,8334,no,no,cellular,17,dec,141,4,182,2,other,no
50,services,single,secondary,516,yes,no,unknown,15,may,187,1,-1,0,unknown,no
65,retired,married,secondary,1624,no,no,cellular,27,oct,189,2,-1,0,unknown,no
30,management,married,secondary,-397,yes,no,unknown,27,may,141,3,-1,0,unknown,no
37,management,married,tertiary,11391,yes,no,cellular,21,nov,103,1,-1,0,unknown,no
37,housemaid,divorced,secondary,1040,yes,no,cellular,21,nov,567,1,184,1,other,no
30,entrepreneur,married,primary,495,yes,no,cellular,17,apr,384,2,-1,0,unknown,no
44,blue-collar,married,secondary,249,yes,yes,unknown,5,jun,173,3,-1,0,unknown,no
39,unknown,single,unknown,0,no,no,telephone,28,jan,28,1,-1,0,unknown,no
55,blue-collar,married,primary,3485,no,no,cellular,18,aug,625,4,-1,0,unknown,yes
36,blue-collar,married,primary,403,yes,no,unknown,4,jun,920,1,-1,0,unknown,yes
29,management,single,tertiary,4210,yes,no,cellular,18,may,119,1,-1,0,unknown,no
43,management,married,tertiary,15423,yes,yes,cellular,21,nov,170,2,-1,0,unknown,no
34,technician,single,secondary,202,yes,no,cellular,21,aug,114,2,-1,0,unknown,no
26,blue-collar,single,secondary,5829,no,no,cellular,23,jul,41,2,-1,0,unknown,no
30,blue-collar,married,secondary,5143,yes,yes,unknown,20,may,236,2,-1,0,unknown,no
33,technician,single,tertiary,436,no,no,cellular,28,aug,258,8,-1,0,unknown,no
49,technician,single,secondary,0,yes,no,unknown,20,may,484,2,-1,0,unknown,no
59,technician,married,secondary,925,yes,no,telephone,10,jul,96,1,-1,0,unknown,no
46,blue-collar,divorced,secondary,709,yes,no,cellular,18,jul,100,4,-1,0,unknown,no
46,management,single,tertiary,2044,no,no,telephone,4,feb,25,1,-1,0,unknown,no
37,blue-collar,married,secondary,4321,no,no,cellular,8,sep,421,2,95,1,success,no
29,blue-collar,married,secondary,580,yes,yes,cellular,17,apr,1311,2,-1,0,unknown,yes
50,management,married,primary,117,yes,no,telephone,13,may,216,4,-1,0,unknown,no
30,self-employed,single,tertiary,48,no,no,cellular,27,may,144,2,187,1,failure,no
36,technician,married,secondary,-179,yes,no,cellular,18,nov,476,2,124,1,failure,no
40,management,divorced,tertiary,3355,no,no,cellular,1,jun,212,1,-1,0,unknown,no
30,self-employed,single,tertiary,800,no,no,unknown,6,may,95,2,-1,0,unknown,no
49,self-employed,married,secondary,1,yes,no,unknown,6,may,260,3,-1,0,unknown,no
34,blue-collar,married,secondary,2137,no,no,unknown,9,may,245,4,-1,0,unknown,no
31,self-employed,married,tertiary,170,no,yes,cellular,28,jul,98,16,-1,0,unknown,no
55,housemaid,married,primary,1642,no,no,cellular,13,aug,295,2,-1,0,unknown,no
48,admin.,single,secondary,3531,yes,no,cellular,20,apr,81,2,287,6,failure,no
38,management,married,secondary,96,yes,no,cellular,20,nov,151,3,-1,0,unknown,no
42,blue-collar,married,unknown,57,yes,no,unknown,5,may,425,2,-1,0,unknown,no
42,unemployed,married,primary,259,yes,no,unknown,15,may,155,6,-1,0,unknown,no
39,services,single,secondary,0,no,no,unknown,5,jun,133,1,-1,0,unknown,no
31,technician,married,tertiary,95,no,no,cellular,21,nov,48,6,-1,0,unknown,no
55,management,divorced,tertiary,3092,yes,no,cellular,22,jul,165,2,-1,0,unknown,no
45,entrepreneur,married,tertiary,3689,yes,no,cellular,7,may,397,1,169,5,failure,no
53,housemaid,married,primary,0,no,no,unknown,24,jun,51,8,-1,0,unknown,no
34,blue-collar,married,secondary,45,yes,yes,cellular,18,jul,127,3,-1,0,unknown,no
56,services,married,secondary,159,yes,no,cellular,20,apr,132,3,-1,0,unknown,no
37,blue-collar,divorced,secondary,-689,no,no,unknown,18,jun,15,1,-1,0,unknown,no
33,management,married,tertiary,1390,no,no,cellular,5,mar,77,1,179,5,failure,no
37,management,single,tertiary,455,yes,no,cellular,13,aug,904,6,-1,0,unknown,yes
75,unknown,married,tertiary,643,no,no,cellular,15,oct,522,2,-1,0,unknown,no
55,retired,married,primary,2,no,no,unknown,27,jun,392,4,-1,0,unknown,no
38,management,married,secondary,341,no,no,cellular,15,may,136,3,346,2,failure,no
32,blue-collar,single,secondary,427,no,no,unknown,20,sep,11,1,-1,0,unknown,no
35,services,married,secondary,868,no,no,cellular,6,feb,36,1,-1,0,unknown,no
27,technician,married,secondary,806,yes,no,cellular,14,may,304,2,332,21,failure,no
30,services,single,secondary,1599,no,no,cellular,11,feb,152,2,-1,0,unknown,yes
56,unemployed,married,secondary,1350,no,no,cellular,2,jun,211,1,-1,0,unknown,no
39,management,married,secondary,46,yes,no,cellular,26,aug,298,10,-1,0,unknown,no
32,blue-collar,single,secondary,2696,yes,no,cellular,8,may,238,6,169,3,failure,no
36,management,married,tertiary,1125,yes,yes,unknown,16,may,339,5,-1,0,unknown,no
36,blue-collar,married,primary,287,yes,no,unknown,30,may,157,3,-1,0,unknown,no
33,admin.,married,secondary,920,no,no,cellular,13,aug,111,1,105,1,success,no
33,admin.,married,secondary,1499,yes,no,unknown,21,may,144,2,-1,0,unknown,no
58,management,divorced,tertiary,50,yes,no,unknown,3,jun,109,4,-1,0,unknown,no
31,services,married,secondary,432,yes,no,unknown,8,may,446,1,-1,0,unknown,no
32,technician,married,unknown,0,no,yes,cellular,21,nov,296,1,-1,0,unknown,no
33,management,single,secondary,239,yes,yes,cellular,18,jul,47,1,-1,0,unknown,no
52,blue-collar,married,unknown,51,no,no,cellular,14,aug,935,2,-1,0,unknown,no
25,blue-collar,single,secondary,51,yes,no,cellular,6,may,70,3,356,4,other,no
50,technician,married,primary,570,no,no,unknown,20,jun,21,3,-1,0,unknown,no
34,management,married,tertiary,926,no,yes,cellular,2,feb,655,2,-1,0,unknown,no
25,management,single,tertiary,1602,yes,no,cellular,26,may,154,1,-1,0,unknown,no
39,technician,divorced,secondary,530,yes,yes,cellular,6,may,68,1,-1,0,unknown,no
29,technician,single,unknown,0,no,yes,cellular,22,jul,338,6,-1,0,unknown,no
31,management,single,tertiary,1289,yes,no,cellular,12,aug,264,3,-1,0,unknown,no
34,blue-collar,married,secondary,0,yes,no,cellular,17,nov,301,1,-1,0,unknown,no
53,technician,divorced,secondary,394,no,no,cellular,25,aug,103,5,-1,0,unknown,no
39,management,married,tertiary,208,no,no,cellular,20,aug,170,4,-1,0,unknown,no
38,admin.,married,secondary,0,yes,no,cellular,8,may,175,2,-1,0,unknown,no
42,blue-collar,divorced,primary,78,yes,no,cellular,7,may,227,2,-1,0,unknown,no
39,blue-collar,divorced,secondary,33,no,no,cellular,29,jan,593,4,-1,0,unknown,no
56,blue-collar,married,secondary,813,yes,yes,unknown,14,jul,71,1,-1,0,unknown,no
37,blue-collar,married,primary,1021,no,no,unknown,9,jun,173,1,-1,0,unknown,no
39,technician,single,secondary,10236,no,no,unknown,20,jun,10,3,-1,0,unknown,no
43,self-employed,married,secondary,14144,yes,no,cellular,21,nov,504,1,-1,0,unknown,yes
37,technician,married,secondary,507,yes,yes,unknown,23,may,157,1,-1,0,unknown,no
45,blue-collar,married,primary,328,yes,no,cellular,12,aug,174,4,-1,0,unknown,no
56,services,married,secondary,705,yes,no,unknown,29,may,151,2,-1,0,unknown,no
43,unknown,single,primary,433,no,no,unknown,4,jun,45,1,-1,0,unknown,no
37,blue-collar,single,secondary,134,yes,no,unknown,8,may,200,1,-1,0,unknown,no
52,management,married,tertiary,2428,yes,no,cellular,28,jul,61,3,-1,0,unknown,no
36,blue-collar,married,secondary,537,no,no,unknown,19,jun,160,6,-1,0,unknown,no
39,management,single,tertiary,2651,no,no,cellular,6,apr,139,2,136,5,other,no
25,services,single,unknown,2022,no,no,cellular,29,jul,276,8,97,12,other,yes
39,technician,married,secondary,375,yes,yes,telephone,17,apr,777,2,-1,0,unknown,no
50,management,married,tertiary,2629,yes,no,telephone,15,jul,59,4,-1,0,unknown,no
27,management,single,tertiary,390,no,no,cellular,28,oct,190,1,82,1,success,no
32,services,single,tertiary,1763,yes,no,cellular,7,may,163,2,-1,0,unknown,no
31,management,married,tertiary,1010,yes,no,cellular,15,may,385,3,364,9,other,no
34,services,married,secondary,314,yes,yes,telephone,5,feb,114,3,-1,0,unknown,no
54,technician,divorced,secondary,258,no,no,cellular,3,feb,294,3,-1,0,unknown,no
31,technician,single,tertiary,13711,yes,no,cellular,20,nov,1532,3,-1,0,unknown,yes
31,admin.,single,tertiary,253,yes,no,cellular,13,may,82,5,355,4,failure,no
53,admin.,divorced,secondary,0,yes,no,cellular,5,may,246,1,344,1,failure,no
35,technician,single,secondary,539,yes,no,unknown,7,may,520,1,-1,0,unknown,no
60,housemaid,divorced,secondary,2063,no,no,cellular,27,may,95,1,99,2,failure,no
40,management,married,secondary,1251,yes,no,cellular,5,aug,406,1,-1,0,unknown,no
46,admin.,married,secondary,660,no,no,cellular,6,aug,740,2,-1,0,unknown,yes
24,services,single,secondary,77,yes,yes,unknown,6,may,390,2,-1,0,unknown,no
45,technician,divorced,secondary,3271,no,no,cellular,7,may,388,2,-1,0,unknown,no
54,services,single,secondary,559,yes,yes,unknown,3,jun,242,6,-1,0,unknown,no
35,unemployed,married,secondary,547,yes,no,cellular,6,feb,527,2,-1,0,unknown,no
31,blue-collar,married,secondary,43,yes,no,unknown,19,may,405,3,-1,0,unknown,no
34,technician,divorced,secondary,2036,yes,yes,unknown,20,may,104,1,-1,0,unknown,no
52,services,married,secondary,10021,no,no,cellular,20,nov,174,1,-1,0,unknown,no
37,services,married,secondary,1543,yes,no,cellular,12,may,451,4,85,2,success,no
59,blue-collar,married,secondary,437,yes,no,telephone,15,may,73,4,-1,0,unknown,no
56,services,married,secondary,1860,yes,no,unknown,20,jun,129,5,-1,0,unknown,no
37,management,married,tertiary,64,no,no,cellular,7,may,219,1,295,1,failure,no
34,blue-collar,married,primary,333,yes,yes,cellular,11,may,63,1,-1,0,unknown,no
49,blue-collar,married,primary,238,no,no,unknown,11,jun,204,1,-1,0,unknown,no
31,management,married,tertiary,-253,no,no,cellular,12,aug,220,4,-1,0,unknown,no
37,housemaid,divorced,secondary,1040,yes,no,cellular,13,may,199,1,173,2,failure,no
44,admin.,single,secondary,89,yes,yes,cellular,8,may,164,1,-1,0,unknown,no
44,management,married,tertiary,3674,no,no,cellular,26,aug,122,3,-1,0,unknown,no
59,admin.,married,secondary,3735,no,no,cellular,17,jun,243,3,91,6,success,yes
42,blue-collar,married,primary,1156,yes,no,telephone,20,apr,37,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,-175,yes,no,unknown,9,may,182,1,-1,0,unknown,no
51,self-employed,married,secondary,-206,no,yes,cellular,28,jul,51,3,-1,0,unknown,no
35,technician,married,secondary,783,yes,no,cellular,16,apr,772,4,-1,0,unknown,no
33,admin.,married,secondary,17,yes,no,cellular,13,may,74,1,351,1,failure,no
58,self-employed,married,tertiary,-364,yes,no,unknown,5,may,355,1,-1,0,unknown,no
34,services,married,tertiary,1442,no,no,cellular,11,dec,234,1,-1,0,unknown,no
29,management,single,tertiary,630,no,no,cellular,11,aug,94,3,-1,0,unknown,no
39,management,married,tertiary,1738,yes,no,cellular,14,may,633,1,358,1,other,yes
43,admin.,single,secondary,733,yes,no,cellular,21,aug,126,1,88,4,success,yes
59,retired,married,secondary,417,yes,no,cellular,7,may,476,2,-1,0,unknown,no
36,management,divorced,tertiary,649,no,no,cellular,16,jul,237,2,91,1,failure,no
59,retired,married,primary,-411,no,no,cellular,29,jan,225,1,-1,0,unknown,no
30,unemployed,single,secondary,79,no,yes,cellular,5,feb,528,2,196,1,failure,no
54,management,married,tertiary,0,no,no,cellular,26,aug,748,3,-1,0,unknown,no
36,technician,married,secondary,1345,yes,no,cellular,18,nov,82,1,172,3,failure,no
37,admin.,single,secondary,465,yes,yes,cellular,6,may,116,1,-1,0,unknown,no
57,self-employed,married,secondary,35,no,yes,unknown,26,jun,215,3,-1,0,unknown,no
32,technician,single,tertiary,8047,yes,no,cellular,28,aug,16,13,-1,0,unknown,no
54,technician,single,unknown,447,yes,no,unknown,5,may,742,2,-1,0,unknown,no
33,technician,divorced,secondary,751,yes,no,cellular,18,nov,237,1,-1,0,unknown,no
30,technician,single,tertiary,6683,no,no,cellular,30,jan,180,1,-1,0,unknown,no
51,blue-collar,married,primary,1238,no,no,unknown,18,jun,48,10,-1,0,unknown,no
39,management,married,tertiary,568,yes,yes,unknown,30,may,206,3,-1,0,unknown,no
35,admin.,single,secondary,0,yes,yes,telephone,20,nov,61,3,-1,0,unknown,no
43,self-employed,married,tertiary,10072,no,no,cellular,24,feb,145,1,100,4,failure,no
48,blue-collar,married,secondary,-85,yes,no,cellular,13,may,56,1,343,1,other,no
31,self-employed,single,tertiary,1815,no,no,telephone,9,feb,1541,1,-1,0,unknown,yes
26,blue-collar,single,secondary,96,yes,no,unknown,12,may,181,2,-1,0,unknown,no
53,admin.,divorced,secondary,372,no,yes,cellular,2,feb,126,2,-1,0,unknown,no
35,technician,single,tertiary,5301,no,no,cellular,21,nov,937,2,-1,0,unknown,yes
47,services,married,secondary,3216,yes,no,unknown,15,may,451,2,-1,0,unknown,no
36,admin.,single,secondary,0,yes,yes,unknown,16,may,213,1,-1,0,unknown,no
27,admin.,single,secondary,-145,yes,no,telephone,15,may,289,8,-1,0,unknown,no
37,student,single,secondary,681,no,no,cellular,5,feb,187,1,8,1,other,no
49,services,single,secondary,5028,yes,no,unknown,12,may,891,1,-1,0,unknown,no
36,blue-collar,married,secondary,708,yes,no,telephone,21,nov,43,1,-1,0,unknown,no
48,unknown,married,unknown,558,no,no,cellular,25,aug,433,6,-1,0,unknown,no
54,services,married,secondary,510,yes,no,unknown,6,may,196,2,-1,0,unknown,no
44,blue-collar,married,secondary,0,yes,no,cellular,17,nov,139,3,-1,0,unknown,no
26,management,married,tertiary,1531,yes,no,unknown,13,may,129,4,-1,0,unknown,no
54,blue-collar,married,secondary,219,yes,no,unknown,14,may,341,5,-1,0,unknown,no
30,admin.,single,tertiary,305,no,no,cellular,4,feb,227,2,-1,0,unknown,yes
37,management,divorced,secondary,1448,yes,no,cellular,11,jul,71,2,-1,0,unknown,no
36,blue-collar,married,primary,398,yes,no,unknown,12,jun,278,1,-1,0,unknown,no
38,management,married,tertiary,1722,yes,no,cellular,10,jul,500,1,-1,0,unknown,yes
33,student,single,secondary,1883,yes,no,cellular,3,feb,121,5,256,1,failure,no
37,unemployed,single,tertiary,1291,no,no,cellular,5,aug,150,1,97,2,success,yes
45,blue-collar,married,primary,512,no,no,telephone,16,jul,98,1,-1,0,unknown,no
36,student,single,unknown,417,no,no,cellular,10,aug,304,1,181,1,success,yes
41,management,married,tertiary,20,yes,no,cellular,17,nov,99,1,151,2,failure,no
45,admin.,married,secondary,857,yes,no,cellular,21,nov,169,1,92,20,other,no
43,management,divorced,tertiary,20,no,no,cellular,6,apr,590,2,255,2,failure,no
41,blue-collar,married,unknown,225,yes,no,unknown,7,may,690,2,-1,0,unknown,no
35,management,single,tertiary,2015,no,no,cellular,15,jun,60,1,390,1,failure,no
43,services,married,primary,-2122,yes,yes,cellular,18,nov,141,3,-1,0,unknown,no
49,management,married,tertiary,4200,yes,no,telephone,16,jun,55,2,-1,0,unknown,no
52,blue-collar,married,secondary,408,no,no,cellular,29,jan,338,2,-1,0,unknown,no
48,management,single,tertiary,648,yes,no,cellular,18,nov,290,1,110,2,failure,no
45,services,married,secondary,-3,yes,no,unknown,13,may,213,1,-1,0,unknown,no
51,self-employed,married,tertiary,126,yes,no,cellular,10,jul,412,1,-1,0,unknown,no
55,management,married,primary,1446,no,no,unknown,17,jun,135,1,-1,0,unknown,no
46,management,married,secondary,149,no,no,cellular,21,nov,1222,2,-1,0,unknown,yes
27,blue-collar,single,secondary,0,yes,no,unknown,21,may,504,1,-1,0,unknown,no
34,unemployed,divorced,tertiary,530,yes,no,cellular,7,may,57,1,-1,0,unknown,no
32,technician,single,secondary,1698,yes,no,unknown,20,may,115,1,-1,0,unknown,no
31,technician,single,secondary,4888,yes,no,telephone,5,may,475,4,166,2,failure,no
26,blue-collar,married,primary,0,yes,no,unknown,21,may,425,1,-1,0,unknown,no
37,blue-collar,married,secondary,539,yes,yes,cellular,17,apr,147,3,347,2,failure,no
32,management,married,tertiary,0,no,no,cellular,28,aug,15,13,-1,0,unknown,no
44,services,divorced,secondary,-574,yes,no,unknown,3,jun,172,2,-1,0,unknown,no
52,management,divorced,tertiary,-297,yes,no,unknown,20,jun,11,21,-1,0,unknown,no
79,retired,divorced,unknown,2628,no,no,telephone,8,jul,220,7,450,2,failure,no
49,admin.,single,primary,181,yes,no,unknown,8,may,161,3,-1,0,unknown,no
48,housemaid,married,secondary,4,no,no,cellular,18,aug,68,4,-1,0,unknown,no
31,management,single,tertiary,2983,yes,no,cellular,2,jul,153,1,-1,0,unknown,no
27,admin.,married,secondary,512,yes,no,cellular,22,jul,259,1,-1,0,unknown,no
43,entrepreneur,married,tertiary,13342,yes,no,cellular,18,nov,465,1,-1,0,unknown,no
44,services,married,secondary,983,no,no,cellular,28,jan,123,1,-1,0,unknown,no
54,admin.,married,secondary,42,yes,no,unknown,12,may,192,2,-1,0,unknown,no
30,self-employed,single,secondary,-617,no,yes,cellular,19,nov,925,1,-1,0,unknown,yes
31,self-employed,single,tertiary,1820,yes,no,unknown,20,may,68,1,-1,0,unknown,no
27,services,married,secondary,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes
41,entrepreneur,divorced,tertiary,-413,yes,no,unknown,8,may,170,2,-1,0,unknown,no
45,blue-collar,married,primary,956,yes,no,cellular,7,may,643,1,-1,0,unknown,no
58,admin.,married,secondary,1686,no,no,cellular,4,aug,110,2,-1,0,unknown,no
37,technician,married,secondary,0,yes,no,cellular,18,nov,173,1,179,6,failure,no
47,management,married,secondary,2892,no,no,unknown,17,jun,556,1,-1,0,unknown,yes
61,management,married,tertiary,175,no,no,telephone,4,feb,79,2,183,2,success,no
41,admin.,divorced,primary,4070,yes,no,unknown,6,may,140,2,-1,0,unknown,no
57,retired,married,tertiary,1458,no,no,cellular,19,aug,250,1,107,5,failure,no
42,management,married,secondary,2416,yes,no,unknown,20,may,138,4,-1,0,unknown,no
30,blue-collar,single,secondary,17,yes,no,unknown,29,may,197,9,-1,0,unknown,no
32,technician,single,unknown,317,yes,no,unknown,21,may,394,2,-1,0,unknown,no
31,management,single,tertiary,1494,no,no,cellular,13,aug,275,12,-1,0,unknown,no
45,management,married,tertiary,1199,no,no,telephone,3,feb,221,2,-1,0,unknown,no
33,management,single,tertiary,0,no,no,unknown,27,may,277,1,-1,0,unknown,no
60,blue-collar,married,primary,3230,no,no,unknown,11,jun,281,4,-1,0,unknown,no
25,admin.,single,secondary,1235,yes,yes,cellular,14,may,64,1,349,3,failure,no
41,management,married,tertiary,15,yes,no,cellular,30,jul,59,2,-1,0,unknown,no
44,technician,married,tertiary,1146,no,no,cellular,4,jul,178,2,-1,0,unknown,no
44,housemaid,single,primary,1059,no,no,unknown,18,jun,2093,1,-1,0,unknown,yes
58,retired,married,tertiary,4048,no,yes,cellular,15,jul,270,5,-1,0,unknown,no
43,admin.,married,tertiary,279,yes,no,cellular,30,apr,155,1,164,1,failure,no
35,entrepreneur,married,tertiary,1859,yes,no,cellular,14,jul,227,2,-1,0,unknown,no
54,management,married,tertiary,3,no,yes,cellular,8,jul,443,1,-1,0,unknown,no
35,blue-collar,married,primary,914,yes,no,unknown,27,may,374,9,-1,0,unknown,no
26,technician,single,secondary,24299,yes,no,unknown,13,may,704,1,-1,0,unknown,no
51,admin.,married,tertiary,26,yes,no,telephone,28,aug,51,3,-1,0,unknown,no
39,blue-collar,married,secondary,7653,no,no,unknown,11,jun,165,2,-1,0,unknown,no
45,blue-collar,married,primary,185,no,no,cellular,18,aug,34,14,-1,0,unknown,no
34,entrepreneur,married,secondary,456,yes,yes,cellular,28,aug,137,8,-1,0,unknown,no
36,management,married,tertiary,2547,no,no,cellular,31,jul,292,1,-1,0,unknown,no
44,management,married,tertiary,1242,yes,no,cellular,6,aug,384,6,-1,0,unknown,no
41,admin.,divorced,secondary,2397,yes,no,unknown,30,may,278,2,-1,0,unknown,no
60,services,married,secondary,1446,no,no,cellular,21,aug,283,6,-1,0,unknown,no
64,retired,married,tertiary,846,no,no,cellular,14,aug,107,3,-1,0,unknown,no
54,admin.,married,secondary,19213,no,no,cellular,12,aug,100,6,-1,0,unknown,no
54,self-employed,married,primary,0,no,yes,telephone,9,jul,130,2,-1,0,unknown,no
55,blue-collar,married,primary,0,no,no,unknown,17,jun,285,1,-1,0,unknown,no
35,technician,married,secondary,0,no,no,cellular,11,jul,271,2,-1,0,unknown,no
44,services,married,secondary,850,no,yes,cellular,16,jul,220,5,-1,0,unknown,no
52,services,divorced,primary,432,yes,yes,cellular,6,may,44,4,-1,0,unknown,no
44,management,married,secondary,238,no,no,cellular,19,aug,147,3,-1,0,unknown,no
28,technician,single,secondary,799,yes,no,cellular,25,jul,295,1,-1,0,unknown,no
43,technician,married,secondary,672,yes,no,unknown,14,may,267,8,-1,0,unknown,no
30,management,single,secondary,460,yes,no,cellular,18,nov,86,1,-1,0,unknown,no
